lr-Adadelta,step,train_seq_loss,train_struct_loss,train_pos_loss,train_total_loss,epoch,val_seq_loss,val_struct_loss,val_pos_loss,val_total_loss,val_ExpRate
1.0,103700,,,,,,,,,,
,104309,0.11746397614479065,0.02202003262937069,0.10069137811660767,0.08940986543893814,170,,,,,
1.0,104310,,,,,,,,,,
,104919,,,,,171,0.4208582043647766,0.05727280676364899,0.24973969161510468,0.28718218207359314,0.5223124027252197
,104919,0.11196165531873703,0.02084461972117424,0.09948405623435974,0.08606287837028503,171,,,,,
1.0,104920,,,,,,,,,,
,105529,0.11267463862895966,0.02148324064910412,0.10228496789932251,0.08727935701608658,172,,,,,
1.0,105530,,,,,,,,,,
,106139,,,,,173,0.4687468111515045,0.05660123750567436,0.25200971961021423,0.3115261197090149,0.456389456987381
,106139,0.11345883458852768,0.02192198485136032,0.10125210136175156,0.08752290159463882,173,,,,,
1.0,106140,,,,,,,,,,
,106749,0.1192030981183052,0.021717360243201256,0.10164882987737656,0.09044316411018372,174,,,,,
1.0,106750,,,,,,,,,,
,107359,,,,,175,0.48272326588630676,0.07338511198759079,0.3080136477947235,0.3367113769054413,0.49594321846961975
,107359,0.11391196399927139,0.022038400173187256,0.09820236265659332,0.08701615780591965,175,,,,,
1.0,107360,,,,,,,,,,
,107969,0.11427439749240875,0.022486073896288872,0.10444168001413345,0.0888691172003746,176,,,,,
1.0,107970,,,,,,,,,,
,108579,,,,,177,0.46058380603790283,0.06204800680279732,0.2582670748233795,0.3103705942630768,0.4746450185775757
,108579,0.12238163501024246,0.023777352645993233,0.10298986732959747,0.09288261830806732,177,,,,,
1.0,108580,,,,,,,,,,
,109189,0.11096315085887909,0.020346034318208694,0.09825483709573746,0.08513175696134567,178,,,,,
1.0,109190,,,,,,,,,,
,109799,,,,,179,0.43906810879707336,0.05227452516555786,0.27121463418006897,0.30040639638900757,0.4929006099700928
,109799,0.11497025936841965,0.02087581157684326,0.09898123890161514,0.08744936436414719,179,,,,,
1.0,109800,,,,,,,,,,
,110409,0.11255796253681183,0.021536091342568398,0.09903500229120255,0.08642188459634781,180,,,,,
1.0,110410,,,,,,,,,,
,111019,,,,,181,0.4636681079864502,0.07195115089416504,0.28153470158576965,0.3202054798603058,0.5192697644233704
,111019,0.10898173600435257,0.019451143220067024,0.09693498909473419,0.0835873931646347,181,,,,,
1.0,111020,,,,,,,,,,
,111629,0.11017093807458878,0.020565204322338104,0.09921665489673615,0.08503091335296631,182,,,,,
1.0,111630,,,,,,,,,,
,112239,,,,,183,0.4305921196937561,0.05302424728870392,0.24001692235469818,0.2885563373565674,0.5152129530906677
,112239,0.11961186677217484,0.0233264472335577,0.10330682247877121,0.0914643183350563,183,,,,,
1.0,112240,,,,,,,,,,
,112849,0.11764129251241684,0.022685443982481956,0.10038617253303528,0.08958858251571655,184,,,,,
1.0,112850,,,,,,,,,,
,113459,,,,,185,0.9559795260429382,0.14857099950313568,0.5156670808792114,0.6440492272377014,0.3002028465270996
,113459,0.11683636903762817,0.020220374688506126,0.09926153719425201,0.08828870207071304,185,,,,,
1.0,113460,,,,,,,,,,
,114069,0.1190650463104248,0.023074883967638016,0.1022554263472557,0.09086503088474274,186,,,,,
1.0,114070,,,,,,,,,,
,114679,,,,,187,0.44301939010620117,0.05712456628680229,0.2582281827926636,0.3003479838371277,0.49898579716682434
,114679,0.11270993947982788,0.020467165857553482,0.09802103042602539,0.0859769880771637,187,,,,,
1.0,114680,,,,,,,,,,
,115289,0.11364723742008209,0.02172950468957424,0.10118965059518814,0.08755338191986084,188,,,,,
1.0,115290,,,,,,,,,,
,115899,,,,,189,0.43777191638946533,0.05907547101378441,0.2665415406227112,0.30029016733169556,0.5070993900299072
,115899,0.11285512149333954,0.020631929859519005,0.09975674003362656,0.08652471005916595,189,,,,,
1.0,115900,,,,,,,,,,
,116509,0.11569990962743759,0.022046344354748726,0.10059098154306412,0.08850930631160736,190,,,,,
1.0,116510,,,,,,,,,,
,117119,,,,,191,0.4356336295604706,0.05594479292631149,0.23558616638183594,0.2906995713710785,0.5121703743934631
,117119,0.11778741329908371,0.023122645914554596,0.09828074276447296,0.08924462646245956,191,,,,,
1.0,117120,,,,,,,,,,
,117729,0.11071129888296127,0.022351132705807686,0.09739022701978683,0.08529099822044373,192,,,,,
1.0,117730,,,,,,,,,,
,118339,,,,,193,0.47299903631210327,0.06908459961414337,0.2873012125492096,0.3255961835384369,0.5091277956962585
,118339,0.11632159352302551,0.02111108787357807,0.09932487457990646,0.08826971054077148,193,,,,,
1.0,118340,,,,,,,,,,
,118949,0.11061825603246689,0.020982440561056137,0.1006338968873024,0.08571319282054901,194,,,,,
1.0,118950,,,,,,,,,,
,119559,,,,,195,0.4936695396900177,0.05957966670393944,0.2519600987434387,0.32471969723701477,0.4898580014705658
,119559,0.10954094678163528,0.021033840253949165,0.09696634858846664,0.08427055925130844,195,,,,,
1.0,119560,,,,,,,,,,
,120169,0.1095525324344635,0.01993074081838131,0.09369980543851852,0.08318394422531128,196,,,,,
1.0,120170,,,,,,,,,,
,120779,,,,,197,0.4930841028690338,0.05594317987561226,0.258935809135437,0.32526177167892456,0.4787018299102783
,120779,0.11413352936506271,0.02131134457886219,0.10033097118139267,0.08747737109661102,197,,,,,
1.0,120780,,,,,,,,,,
,121389,0.1199059709906578,0.023798445239663124,0.09705707430839539,0.09016692638397217,198,,,,,
1.0,121390,,,,,,,,,,
,121999,,,,,199,0.4811236262321472,0.06570263206958771,0.2719651758670807,0.32497870922088623,0.46754562854766846
,121999,0.11804558336734772,0.021051522344350815,0.10042254626750946,0.08939127624034882,199,,,,,
1.0,122000,,,,,,,,,,
,122609,0.11471427232027054,0.021319027990102768,0.0982423648238182,0.08724750578403473,200,,,,,
1.0,122610,,,,,,,,,,
,123219,,,,,201,0.4238388240337372,0.05460746958851814,0.25747302174568176,0.2899395525455475,0.5182555913925171
,123219,0.11484554409980774,0.021257082000374794,0.10156137496232986,0.08812738955020905,201,,,,,
1.0,123220,,,,,,,,,,
,123829,0.11622339487075806,0.02573261223733425,0.09952887892723083,0.08942712843418121,202,,,,,
1.0,123830,,,,,,,,,,
,124439,,,,,203,0.4479907751083374,0.058745864778757095,0.30311405658721924,0.3144603669643402,0.4736308455467224
,124439,0.1165790781378746,0.02169303223490715,0.09882558137178421,0.0884191244840622,203,,,,,
1.0,124440,,,,,,,,,,
,125049,0.10838916152715683,0.020493309944868088,0.09694939106702805,0.08355524390935898,204,,,,,
1.0,125050,,,,,,,,,,
,125659,,,,,205,0.4510820209980011,0.056559525430202484,0.28684985637664795,0.311393141746521,0.4787018299102783
,125659,0.10752402991056442,0.02133573405444622,0.0943472757935524,0.08268279582262039,205,,,,,
1.0,125660,,,,,,,,,,
,126269,0.11484605818986893,0.020904790610074997,0.09840595722198486,0.0872507318854332,206,,,,,
1.0,126270,,,,,,,,,,
,126879,,,,,207,0.4849682152271271,0.05872499942779541,0.24936729669570923,0.31950709223747253,0.48580121994018555
,126879,0.11255686730146408,0.01986193284392357,0.09710459411144257,0.08552003651857376,207,,,,,
1.0,126880,,,,,,,,,,
,127489,0.11624123901128769,0.02109205722808838,0.09959058463573456,0.08829125016927719,208,,,,,
1.0,127490,,,,,,,,,,
,128099,,,,,209,0.4247439205646515,0.054837338626384735,0.24842865765094757,0.2881884276866913,0.517241358757019
,128099,0.11784456670284271,0.021396446973085403,0.09950218349695206,0.08914696425199509,209,,,,,
1.0,128100,,,,,,,,,,
,128709,0.11317053437232971,0.02033289335668087,0.09922593086957932,0.08647502958774567,210,,,,,
1.0,128710,,,,,,,,,,
,129319,,,,,211,0.5457363724708557,0.0749996080994606,0.2872031629085541,0.3634188175201416,0.4269776940345764
,129319,0.11296205222606659,0.022381989285349846,0.09834766387939453,0.08666346967220306,211,,,,,
1.0,129320,,,,,,,,,,
,129929,0.11240764707326889,0.021391145884990692,0.09573892503976822,0.08548633009195328,212,,,,,
1.0,129930,,,,,,,,,,
,130539,,,,,213,0.4847430884838104,0.05996788293123245,0.2766238749027252,0.3265193998813629,0.47261664271354675
,130539,0.11535779386758804,0.019974928349256516,0.09918292611837387,0.08746843039989471,213,,,,,
1.0,130540,,,,,,,,,,
,131149,0.11442310363054276,0.02349555678665638,0.10068799555301666,0.08825751394033432,214,,,,,
1.0,131150,,,,,,,,,,
,131759,,,,,215,0.40676942467689514,0.06064986437559128,0.2602490782737732,0.28360942006111145,0.5365111827850342
,131759,0.11269652098417282,0.019652293995022774,0.09669230878353119,0.08543447405099869,215,,,,,
1.0,131760,,,,,,,,,,
,132369,0.11234269291162491,0.022409992292523384,0.09739678353071213,0.08612297475337982,216,,,,,
1.0,132370,,,,,,,,,,
,132979,,,,,217,0.4440365135669708,0.061671704053878784,0.28073152899742126,0.30761903524398804,0.5354969501495361
,132979,0.11510971188545227,0.020823799073696136,0.09783445298671722,0.08721943199634552,217,,,,,
1.0,132980,,,,,,,,,,
,133589,0.1079341247677803,0.021403277292847633,0.09354101121425629,0.0827031284570694,218,,,,,
1.0,133590,,,,,,,,,,
,134199,,,,,219,0.47948893904685974,0.056855615228414536,0.28246673941612244,0.3245749771595001,0.476673424243927
,134199,0.10722959786653519,0.020631644874811172,0.09518101811408997,0.08256801217794418,219,,,,,
1.0,134200,,,,,,,,,,
,134809,0.10993536561727524,0.021218404173851013,0.09666521102190018,0.08443859219551086,220,,,,,
1.0,134810,,,,,,,,,,
,135419,,,,,221,0.46004047989845276,0.059056609869003296,0.24962055683135986,0.3071896731853485,0.5162271857261658
,135419,0.11338870972394943,0.02153790183365345,0.09831718355417252,0.08665814250707626,221,,,,,
1.0,135420,,,,,,,,,,
,136029,0.11560490727424622,0.021279335021972656,0.09683290868997574,0.08733049035072327,222,,,,,
1.0,136030,,,,,,,,,,
,136639,,,,,223,0.43483659625053406,0.051170576363801956,0.2505670189857483,0.2928526997566223,0.529411792755127
,136639,0.11464545130729675,0.021929260343313217,0.09860627353191376,0.08745653927326202,223,,,,,
1.0,136640,,,,,,,,,,
,137249,0.11560943722724915,0.021378982812166214,0.09462551772594452,0.08680588752031326,224,,,,,
1.0,137250,,,,,,,,,,
,137859,,,,,225,0.4351464509963989,0.06874632090330124,0.2713053226470947,0.3025861978530884,0.5020284056663513
,137859,0.11253167688846588,0.022749105468392372,0.09708219766616821,0.08622366935014725,225,,,,,
1.0,137860,,,,,,,,,,
,138469,0.1157345250248909,0.020929863676428795,0.09775304794311523,0.08753801137208939,226,,,,,
1.0,138470,,,,,,,,,,
,139079,,,,,227,0.44596344232559204,0.0598904974758625,0.27485114336013794,0.30666717886924744,0.5111562013626099
,139079,0.1103067472577095,0.020943783223628998,0.09499628096818924,0.0841384083032608,227,,,,,
1.0,139080,,,,,,,,,,
,139689,0.11210758984088898,0.022080836817622185,0.10099086165428162,0.08682168275117874,228,,,,,
1.0,139690,,,,,,,,,,
,140299,,,,,229,0.4652763903141022,0.05750446766614914,0.23677439987659454,0.3062079846858978,0.4847870171070099
,140299,0.10696326941251755,0.019947869703173637,0.0958038941025734,0.08241955935955048,229,,,,,
1.0,140300,,,,,,,,,,
,140909,0.11253736168146133,0.02083832584321499,0.09704071283340454,0.085738405585289,230,,,,,
1.0,140910,,,,,,,,,,
,141519,,,,,231,0.4473108649253845,0.06329318881034851,0.25045502185821533,0.3020925223827362,0.5243407487869263
,141519,0.1122075766324997,0.021332232281565666,0.0952005684375763,0.08523709326982498,231,,,,,
1.0,141520,,,,,,,,,,
,142129,0.11181861162185669,0.02087125927209854,0.09747321158647537,0.08549544960260391,232,,,,,
1.0,142130,,,,,,,,,,
,142739,,,,,233,0.43705254793167114,0.04919114336371422,0.22996513545513153,0.2883152365684509,0.4898580014705658
,142739,0.11333252489566803,0.020440492779016495,0.09720434248447418,0.086077481508255,233,,,,,
1.0,142740,,,,,,,,,,
,143349,0.11356097459793091,0.021135134622454643,0.09944870322942734,0.08692644536495209,234,,,,,
1.0,143350,,,,,,,,,,
,143959,,,,,235,0.43900179862976074,0.05274206027388573,0.2516745924949646,0.2956049144268036,0.4868154227733612
,143959,0.11201596260070801,0.02085457183420658,0.09850750863552094,0.08584857732057571,235,,,,,
1.0,143960,,,,,,,,,,
,144569,0.11657247692346573,0.022749638184905052,0.09918837249279022,0.08877070248126984,236,,,,,
1.0,144570,,,,,,,,,,
,145179,,,,,237,0.43806618452072144,0.059417665004730225,0.24218809604644775,0.29443469643592834,0.5324543714523315
,145179,0.11586394160985947,0.0214789267629385,0.09628160297870636,0.08737219125032425,237,,,,,
