lr-Adadelta,step,train_seq_loss,train_struct_loss,train_pos_loss,train_total_loss,epoch,val_seq_loss,val_struct_loss,val_pos_loss,val_total_loss,val_ExpRate
1.0,146400,,,,,,,,,,
,147009,0.11315485835075378,0.022805742919445038,0.09510809928178787,0.08605585247278214,240,,,,,
1.0,147010,,,,,,,,,,
,147619,,,,,241,0.4547647535800934,0.0594700388610363,0.2752965986728668,0.3110739588737488,0.5101419687271118
,147619,0.11763512343168259,0.022478392347693443,0.09903042018413544,0.08919482678174973,241,,,,,
1.0,147620,,,,,,,,,,
,148229,0.11264721304178238,0.019849766045808792,0.09611044824123383,0.08531361073255539,242,,,,,
1.0,148230,,,,,,,,,,
,148839,,,,,243,0.44712117314338684,0.06686349213123322,0.2538367211818695,0.30373555421829224,0.48782962560653687
,148839,0.1049172505736351,0.022316956892609596,0.09405910968780518,0.0815526694059372,243,,,,,
1.0,148840,,,,,,,,,,
,149449,0.11531530320644379,0.02081175521016121,0.09699079394340515,0.08710832893848419,244,,,,,
1.0,149450,,,,,,,,,,
,150059,,,,,245,0.42403221130371094,0.06295643001794815,0.2519543766975403,0.2907438278198242,0.5111562013626099
,150059,0.11479435861110687,0.020936589688062668,0.09445951879024506,0.08624617755413055,245,,,,,
1.0,150060,,,,,,,,,,
,150669,0.11642908304929733,0.023967653512954712,0.09876323491334915,0.08889718353748322,246,,,,,
1.0,150670,,,,,,,,,,
,151279,,,,,247,0.46770375967025757,0.06563754379749298,0.2587147653102875,0.3149400055408478,0.4665314257144928
,151279,0.11244335770606995,0.019828272983431816,0.094778873026371,0.08487342298030853,247,,,,,
1.0,151280,,,,,,,,,,
,151889,0.11153843998908997,0.020470883697271347,0.09558356553316116,0.08478281646966934,248,,,,,
1.0,151890,,,,,,,,,,
,152499,,,,,249,0.4265417158603668,0.0641469731926918,0.28239017724990845,0.2999051809310913,0.517241358757019
,152499,0.10619262605905533,0.020388619974255562,0.09203764796257019,0.08120283484458923,249,,,,,
1.0,152500,,,,,,,,,,
,153109,0.10788876563310623,0.021379580721259117,0.09446575492620468,0.08290579169988632,250,,,,,
1.0,153110,,,,,,,,,,
,153719,,,,,251,0.46974220871925354,0.05872739851474762,0.2692890763282776,0.3168754577636719,0.48782962560653687
,153719,0.11092473566532135,0.02126326598227024,0.0964750126004219,0.08489696681499481,251,,,,,
1.0,153720,,,,,,,,,,
,154329,0.10932885110378265,0.019987035542726517,0.09524939954280853,0.08347362279891968,252,,,,,
1.0,154330,,,,,,,,,,
,154939,,,,,253,0.4528025686740875,0.054049860686063766,0.24559175968170166,0.3013117015361786,0.5050709843635559
,154939,0.11636368930339813,0.022556612268090248,0.09863898903131485,0.08848075568675995,253,,,,,
1.0,154940,,,,,,,,,,
,155549,0.11056270450353622,0.021934855729341507,0.0972980335354805,0.08508963137865067,254,,,,,
1.0,155550,,,,,,,,,,
,156159,,,,,255,0.9724899530410767,0.12086158245801926,0.4311039447784424,0.624236524105072,0.3316430151462555
,156159,0.10919205844402313,0.019958488643169403,0.09428873658180237,0.08315784484148026,255,,,,,
1.0,156160,,,,,,,,,,
,156769,0.11190976202487946,0.021794702857732773,0.09485998749732971,0.0851185992360115,256,,,,,
1.0,156770,,,,,,,,,,
,157379,,,,,257,0.42971816658973694,0.050711970776319504,0.23595070838928223,0.28652459383010864,0.5050709843635559
,157379,0.11540447175502777,0.020708030089735985,0.10084198415279388,0.08808980882167816,257,,,,,
1.0,157380,,,,,,,,,,
,157989,0.10647828131914139,0.02051984891295433,0.09317349642515182,0.08166243880987167,258,,,,,
1.0,157990,,,,,,,,,,
,158599,,,,,259,0.41504210233688354,0.04564814642071724,0.2325969636440277,0.27708229422569275,0.5070993900299072
,158599,0.10903792828321457,0.022435897961258888,0.09587518125772476,0.0840967446565628,259,,,,,
1.0,158600,,,,,,,,,,
,159209,0.11585431545972824,0.022466585040092468,0.09705857187509537,0.08780848234891891,260,,,,,
1.0,159210,,,,,,,,,,
,159819,,,,,261,0.46958962082862854,0.05653154104948044,0.23854568600654602,0.30856412649154663,0.48884379863739014
,159819,0.1101522222161293,0.020154789090156555,0.09720726311206818,0.08441661298274994,261,,,,,
1.0,159820,,,,,,,,,,
,160429,0.11105849593877792,0.019952721893787384,0.0966494008898735,0.08467977494001389,262,,,,,
1.0,160430,,,,,,,,,,
,161039,,,,,263,0.4390081465244293,0.057344965636730194,0.2461974173784256,0.29538965225219727,0.5081135630607605
,161039,0.11678589135408401,0.02121593989431858,0.09658314287662506,0.08784269541501999,263,,,,,
1.0,161040,,,,,,,,,,
,161649,0.11441562324762344,0.021137753501534462,0.09773340076208115,0.08692562580108643,264,,,,,
1.0,161650,,,,,,,,,,
,162259,,,,,265,0.489971786737442,0.0631662979722023,0.27039918303489685,0.3283773958683014,0.4918864071369171
,162259,0.10637174546718597,0.02111217752099037,0.09466853737831116,0.08213102072477341,265,,,,,
1.0,162260,,,,,,,,,,
,162869,0.11095116287469864,0.020094744861125946,0.09450379759073257,0.08412526547908783,266,,,,,
1.0,162870,,,,,,,,,,
,163479,,,,,267,0.42778337001800537,0.05927814543247223,0.23221011459827423,0.28676366806030273,0.5314401388168335
,163479,0.11409830302000046,0.020652860403060913,0.09543527662754059,0.08607117086648941,267,,,,,
1.0,163480,,,,,,,,,,
,164089,0.10635443776845932,0.020067868754267693,0.09251891076564789,0.08132379502058029,268,,,,,
1.0,164090,,,,,,,,,,
,164699,,,,,269,0.5220186710357666,0.06296281516551971,0.29061734676361084,0.3494044244289398,0.4716024398803711
,164699,0.1088290736079216,0.019222257658839226,0.09063170850276947,0.08187798410654068,269,,,,,
1.0,164700,,,,,,,,,,
,165309,0.1156165823340416,0.021248729899525642,0.09360256791114807,0.08652126789093018,270,,,,,
1.0,165310,,,,,,,,,,
,165919,,,,,271,0.45043712854385376,0.06428694725036621,0.26878806948661804,0.30848729610443115,0.517241358757019
,165919,0.10533731430768967,0.020378684625029564,0.09721151739358902,0.08206620812416077,271,,,,,
1.0,165920,,,,,,,,,,
,166529,0.10761035978794098,0.01940474472939968,0.09453987330198288,0.0822913721203804,272,,,,,
1.0,166530,,,,,,,,,,
,167139,,,,,273,0.44396713376045227,0.053583838045597076,0.26682788133621216,0.3020865023136139,0.5131846070289612
,167139,0.11287632584571838,0.022715041413903236,0.09621080756187439,0.08616941422224045,273,,,,,
1.0,167140,,,,,,,,,,
,167749,0.11144372075796127,0.02021699771285057,0.09710008651018143,0.08505114912986755,274,,,,,
1.0,167750,,,,,,,,,,
,168359,,,,,275,0.40076732635498047,0.05232667922973633,0.25494319200515747,0.2772011160850525,0.5081135630607605
,168359,0.10959433019161224,0.020527662709355354,0.09365565329790115,0.08334298431873322,275,,,,,
1.0,168360,,,,,,,,,,
,168969,0.10882478207349777,0.020386874675750732,0.09609296172857285,0.08353230357170105,276,,,,,
1.0,168970,,,,,,,,,,
,169579,,,,,277,0.49641305208206177,0.05521538481116295,0.2664351165294647,0.3286190629005432,0.4685598313808441
,169579,0.10978982597589493,0.020180752500891685,0.09415151178836823,0.08347799628973007,277,,,,,
1.0,169580,,,,,,,,,,
,170189,0.1093626320362091,0.020483313128352165,0.09559928625822067,0.0837019681930542,278,,,,,
1.0,170190,,,,,,,,,,
,170799,,,,,279,0.45737701654434204,0.06185000762343407,0.251386433839798,0.3069976568222046,0.5152129530906677
,170799,0.10769384354352951,0.01937025599181652,0.09108549356460571,0.08146094530820847,279,,,,,
1.0,170800,,,,,,,,,,
,171409,0.11647187918424606,0.022211842238903046,0.09879489243030548,0.08848755061626434,280,,,,,
1.0,171410,,,,,,,,,,
,172019,,,,,281,0.4643522799015045,0.06127707660198212,0.2614586651325226,0.3128598630428314,0.45943203568458557
,172019,0.11112567037343979,0.021008510142564774,0.09434030205011368,0.08440003544092178,281,,,,,
1.0,172020,,,,,,,,,,
,172629,0.10912708193063736,0.021309752017259598,0.09694308787584305,0.08412671089172363,282,,,,,
