lr-Adadelta,step,train_loss,train/struct_loss,epoch,val_loss,val/struct_loss,val_lsm,val_ExpRate
1.0,444296,,,,,,,
,445796,0.2543211877346039,0.030628781765699387,296,,,,
1.0,445797,,,,,,,
,447297,0.2439425140619278,0.029628602787852287,297,,,,
1.0,447298,,,,,,,
,448798,0.24906407296657562,0.03127598762512207,298,,,,
1.0,448799,,,,,,,
,450299,,,299,0.5036141276359558,0.04206440970301628,0.7897297143936157,0.4716024398803711
,450299,0.24768634140491486,0.030774615705013275,299,,,,
0.1,450300,,,,,,,
,451800,0.11825672537088394,0.010838614776730537,300,,,,
0.1,451801,,,,,,,
,453301,0.08380318433046341,0.007333830464631319,301,,,,
0.1,453302,,,,,,,
,454802,0.07376532256603241,0.005763076711446047,302,,,,
0.1,454803,,,,,,,
,456303,0.06493189930915833,0.005482298322021961,303,,,,
0.1,456304,,,,,,,
,457804,0.06021904572844505,0.005339082330465317,304,,,,
0.1,457805,,,,,,,
,459305,0.05634044110774994,0.005218775477260351,305,,,,
0.1,459306,,,,,,,
,460806,0.052005667239427567,0.00530378008261323,306,,,,
0.1,460807,,,,,,,
,462307,0.04952016845345497,0.005203694570809603,307,,,,
0.1,462308,,,,,,,
,463808,0.046932924538850784,0.005231031216681004,308,,,,
0.1,463809,,,,,,,
,465309,,,309,0.34100452065467834,0.028668290004134178,0.8449457287788391,0.5993914604187012
,465309,0.04464670270681381,0.005254596006125212,309,,,,
0.1,465310,,,,,,,
,466810,0.04361368715763092,0.005445812828838825,310,,,,
0.1,466811,,,,,,,
,468311,0.041549019515514374,0.005253170151263475,311,,,,
0.1,468312,,,,,,,
,469812,0.04066038131713867,0.005389525555074215,312,,,,
0.1,469813,,,,,,,
,471313,0.038898076862096786,0.00536658288910985,313,,,,
0.1,471314,,,,,,,
,472814,0.03751107305288315,0.005571930203586817,314,,,,
0.1,472815,,,,,,,
,474315,0.03664129972457886,0.005496453493833542,315,,,,
0.1,474316,,,,,,,
,475816,0.03585321456193924,0.005614586174488068,316,,,,
0.1,475817,,,,,,,
,477317,0.03396497666835785,0.005749083589762449,317,,,,
0.1,477318,,,,,,,
,478818,0.0336739718914032,0.005842616315931082,318,,,,
0.1,478819,,,,,,,
,480319,,,319,0.35093405842781067,0.030803976580500603,0.8435394763946533,0.592292070388794
,480319,0.03298916295170784,0.005968661047518253,319,,,,
0.1,480320,,,,,,,
,481820,0.03134659677743912,0.006037270650267601,320,,,,
0.1,481821,,,,,,,
,483321,0.030992016196250916,0.005807824898511171,321,,,,
0.1,483322,,,,,,,
,484822,0.03085200861096382,0.005958001594990492,322,,,,
0.1,484823,,,,,,,
,486323,0.030248092487454414,0.0060301730409264565,323,,,,
0.1,486324,,,,,,,
,487824,0.030152732506394386,0.006129109766334295,324,,,,
0.1,487825,,,,,,,
,489325,0.028711678460240364,0.006021901965141296,325,,,,
0.1,489326,,,,,,,
,490826,0.028013400733470917,0.0061973403207957745,326,,,,
0.1,490827,,,,,,,
,492327,0.028005804866552353,0.006119180005043745,327,,,,
0.1,492328,,,,,,,
,493828,0.027986397966742516,0.0062901354394853115,328,,,,
0.1,493829,,,,,,,
,495329,,,329,0.36114490032196045,0.03381603583693504,0.8444859385490417,0.6014198660850525
,495329,0.02793550305068493,0.006190019194036722,329,,,,
0.1,495330,,,,,,,
,496830,0.027089379727840424,0.006504558026790619,330,,,,
0.1,496831,,,,,,,
,498331,0.027441173791885376,0.006485285237431526,331,,,,
0.1,498332,,,,,,,
,499832,0.025835076346993446,0.006148811429738998,332,,,,
0.1,499833,,,,,,,
,501333,0.026904158294200897,0.006489291321486235,333,,,,
0.1,501334,,,,,,,
,502834,0.025617757812142372,0.006325601600110531,334,,,,
0.1,502835,,,,,,,
,504335,0.026662753894925117,0.006255357526242733,335,,,,
0.1,504336,,,,,,,
,505836,0.026493007317185402,0.006619653664529324,336,,,,
0.1,505837,,,,,,,
,507337,0.025857705622911453,0.006872639060020447,337,,,,
0.1,507338,,,,,,,
,508838,0.02515462040901184,0.006298541557043791,338,,,,
0.1,508839,,,,,,,
,510339,,,339,0.3947345018386841,0.03798266872763634,0.8400126695632935,0.5770791172981262
,510339,0.02508617378771305,0.006599079351872206,339,,,,
0.1,510340,,,,,,,
,511840,0.02476808801293373,0.006475279573351145,340,,,,
0.1,511841,,,,,,,
,513341,0.02448199689388275,0.006582858506590128,341,,,,
0.1,513342,,,,,,,
,514842,0.025343691930174828,0.006609382573515177,342,,,,
0.1,514843,,,,,,,
,516343,0.02512926422059536,0.006474480964243412,343,,,,
0.1,516344,,,,,,,
,517844,0.026130996644496918,0.006730349734425545,344,,,,
0.1,517845,,,,,,,
,519345,0.02424320951104164,0.006514685228466988,345,,,,
0.1,519346,,,,,,,
,520846,0.025305911898612976,0.006658497732132673,346,,,,
0.1,520847,,,,,,,
,522347,0.025558365508913994,0.006797662004828453,347,,,,
0.1,522348,,,,,,,
,523848,0.025505388155579567,0.006711853202432394,348,,,,
0.1,523849,,,,,,,
,525349,,,349,0.3978503346443176,0.04064096137881279,0.8404577374458313,0.5841785073280334
,525349,0.024749720469117165,0.006831378675997257,349,,,,
0.010000000000000002,525350,,,,,,,
,526850,0.018987946212291718,0.005945615470409393,350,,,,
0.010000000000000002,526851,,,,,,,
,528351,0.016841962933540344,0.005642363801598549,351,,,,
0.010000000000000002,528352,,,,,,,
,529852,0.016944123432040215,0.005683900788426399,352,,,,
0.010000000000000002,529853,,,,,,,
,531353,0.016840411350131035,0.005580304656177759,353,,,,
0.010000000000000002,531354,,,,,,,
,532854,0.015526379458606243,0.005484399385750294,354,,,,
0.010000000000000002,532855,,,,,,,
,534355,0.015611732378602028,0.005386041011661291,355,,,,
0.010000000000000002,534356,,,,,,,
,535856,0.01555278617888689,0.005299484822899103,356,,,,
0.010000000000000002,535857,,,,,,,
,537357,0.015112551860511303,0.0053236521780490875,357,,,,
0.010000000000000002,537358,,,,,,,
,538858,0.014864589087665081,0.0053386809304356575,358,,,,
0.010000000000000002,538859,,,,,,,
,540359,,,359,0.3903067111968994,0.04034395143389702,0.8387219905853271,0.5831642746925354
,540359,0.014862018637359142,0.005367882549762726,359,,,,
0.010000000000000002,540360,,,,,,,
,541860,0.014226866886019707,0.005182358901947737,360,,,,
0.010000000000000002,541861,,,,,,,
,543361,0.013804716058075428,0.005030615255236626,361,,,,
0.010000000000000002,543362,,,,,,,
,544862,0.014226178638637066,0.005448043346405029,362,,,,
0.010000000000000002,544863,,,,,,,
,546363,0.014237974770367146,0.005173143465071917,363,,,,
0.010000000000000002,546364,,,,,,,
,547864,0.01371015701442957,0.005144426599144936,364,,,,
0.010000000000000002,547865,,,,,,,
,549365,0.014015466906130314,0.005138422828167677,365,,,,
0.010000000000000002,549366,,,,,,,
,550866,0.013126322068274021,0.005074705928564072,366,,,,
0.010000000000000002,550867,,,,,,,
,552367,0.013278232887387276,0.005023822654038668,367,,,,
0.010000000000000002,552368,,,,,,,
,553868,0.013329427689313889,0.0050516072660684586,368,,,,
0.010000000000000002,553869,,,,,,,
,555369,,,369,0.41341015696525574,0.04258013516664505,0.8390344977378845,0.5709939002990723
,555369,0.01359111163765192,0.005035919602960348,369,,,,
0.010000000000000002,555370,,,,,,,
,556870,0.013863708823919296,0.005097971297800541,370,,,,
0.010000000000000002,556871,,,,,,,
,558371,0.013804752379655838,0.005073307082056999,371,,,,
0.010000000000000002,558372,,,,,,,
,559872,0.012894625775516033,0.00500068161636591,372,,,,
0.010000000000000002,559873,,,,,,,
,561373,0.013380403630435467,0.005017297342419624,373,,,,
0.010000000000000002,561374,,,,,,,
,562874,0.013204543851315975,0.0049675931222736835,374,,,,
0.010000000000000002,562875,,,,,,,
,564375,0.013215770944952965,0.0050324429757893085,375,,,,
0.010000000000000002,564376,,,,,,,
,565876,0.013213681988418102,0.004983645863831043,376,,,,
0.010000000000000002,565877,,,,,,,
,567377,0.013374699279665947,0.0049388958141207695,377,,,,
0.010000000000000002,567378,,,,,,,
,568878,0.012859191745519638,0.005008013918995857,378,,,,
0.010000000000000002,568879,,,,,,,
,570379,,,379,0.39105841517448425,0.0418846420943737,0.8370230197906494,0.5730223059654236
,570379,0.013003522530198097,0.005190127994865179,379,,,,
0.010000000000000002,570380,,,,,,,
,571880,0.0127411512658,0.004842719063162804,380,,,,
0.010000000000000002,571881,,,,,,,
,573381,0.013063658028841019,0.004934647586196661,381,,,,
0.010000000000000002,573382,,,,,,,
,574882,0.012972194701433182,0.005173719488084316,382,,,,
0.010000000000000002,574883,,,,,,,
,576383,0.012476752512156963,0.005034096073359251,383,,,,
0.010000000000000002,576384,,,,,,,
,577884,0.01266122329980135,0.004916014615446329,384,,,,
0.010000000000000002,577885,,,,,,,
,579385,0.012757498770952225,0.004929988645017147,385,,,,
0.010000000000000002,579386,,,,,,,
,580886,0.012630405835807323,0.0049805608578026295,386,,,,
0.010000000000000002,580887,,,,,,,
,582387,0.01295494195073843,0.004876602906733751,387,,,,
0.010000000000000002,582388,,,,,,,
,583888,0.012874191626906395,0.004928307607769966,388,,,,
0.010000000000000002,583889,,,,,,,
,585389,,,389,0.38897407054901123,0.0427488274872303,0.8374317288398743,0.587221086025238
,585389,0.012529424391686916,0.0048605212941765785,389,,,,
0.010000000000000002,585390,,,,,,,
,586890,0.01260407641530037,0.0049758111126720905,390,,,,
0.010000000000000002,586891,,,,,,,
,588391,0.01248963549733162,0.004995343741029501,391,,,,
0.010000000000000002,588392,,,,,,,
,589892,0.012760447338223457,0.004906641785055399,392,,,,
0.010000000000000002,589893,,,,,,,
,591393,0.012992498464882374,0.004904553294181824,393,,,,
0.010000000000000002,591394,,,,,,,
,592894,0.01284107007086277,0.005103906616568565,394,,,,
0.010000000000000002,592895,,,,,,,
,594395,0.012461517006158829,0.004822742659598589,395,,,,
0.010000000000000002,594396,,,,,,,
,595896,0.012752819806337357,0.0049335164949297905,396,,,,
0.010000000000000002,595897,,,,,,,
,597397,0.012424510903656483,0.0049728890880942345,397,,,,
0.010000000000000002,597398,,,,,,,
,598898,0.012848577462136745,0.0049780248664319515,398,,,,
0.010000000000000002,598899,,,,,,,
,600399,,,399,0.3989860415458679,0.04401743412017822,0.8369275331497192,0.5750507116317749
,600399,0.01227923110127449,0.004789126571267843,399,,,,
